101
0.	0.01	0.	0.05
7.692307692307693e-12	0.01	0.	0.05
1.5384615384615385e-11	0.01	0.	0.05
2.307692307692308e-11	0.01	0.	0.05
3.076923076923077e-11	0.01	0.	0.05
3.846153846153846e-11	0.01	0.	0.05
4.615384615384616e-11	0.01	0.	0.05
5.384615384615385e-11	0.01	0.	0.05
6.153846153846154e-11	0.01	0.	0.05
6.923076923076924e-11	0.01	0.	0.05
7.692307692307692e-11	0.01	0.	0.05
8.461538461538462e-11	0.01	0.	0.05
9.230769230769232e-11	0.01	0.	0.05
1.e-10	0.01	0.	0.05
1.076923076923077e-10	0.01	0.	0.05
1.1538461538461539e-10	0.01	0.	0.05
1.2307692307692308e-10	0.01	0.	0.05
1.3076923076923078e-10	0.01	0.	0.05
1.3846153846153848e-10	0.01	0.	0.05
1.4615384615384615e-10	0.01	0.	0.05
1.5384615384615385e-10	0.01	0.	0.05
1.6153846153846155e-10	0.01	0.	0.05
1.6923076923076924e-10	0.01	0.	0.05
1.7692307692307694e-10	0.01	0.	0.05
1.8461538461538464e-10	0.01	0.	0.05
1.923076923076923e-10	0.01	0.	0.05
2.e-10	0.01	0.	0.05
2.076923076923077e-10	0.01	0.	0.05
2.153846153846154e-10	0.01	0.	0.05
2.230769230769231e-10	0.01	0.	0.05
2.3076923076923077e-10	0.01	0.	0.05
2.3846153846153847e-10	0.01	0.	0.05
2.4615384615384617e-10	0.01	0.	0.05
2.5384615384615386e-10	0.01	0.	0.05
2.6153846153846156e-10	0.01	0.	0.05
2.6923076923076926e-10	0.01	0.	0.05
2.7692307692307696e-10	0.01	0.	0.05
2.8461538461538465e-10	0.01	0.	0.05
2.923076923076923e-10	0.01	0.	0.05
3.e-10	0.01	0.	0.05
3.076923076923077e-10	0.01	0.	0.05
3.153846153846154e-10	0.01	0.	0.05
3.230769230769231e-10	0.01	0.	0.05
3.307692307692308e-10	0.01	0.	0.05
3.384615384615385e-10	0.01	0.	0.05
3.461538461538462e-10	0.01	0.	0.05
3.538461538461539e-10	0.01	0.	0.05
3.615384615384616e-10	0.01	0.	0.05
3.692307692307693e-10	0.01	0.	0.05
3.769230769230769e-10	0.01	0.	0.05
3.846153846153846e-10	0.01	0.	0.05
3.923076923076923e-10	0.01	0.	0.05
4.e-10	0.01	0.	0.05
4.076923076923077e-10	0.01	0.	0.05
4.153846153846154e-10	0.01	0.	0.05
4.230769230769231e-10	0.01	0.	0.05
4.307692307692308e-10	0.01	0.	0.05
4.384615384615385e-10	0.01	0.	0.05
4.461538461538462e-10	0.01	0.	0.05
4.5384615384615385e-10	0.01	0.	0.05
4.6153846153846154e-10	0.01	0.	0.05
4.692307692307692e-10	0.01	0.	0.05
4.769230769230769e-10	0.01	0.	0.05
4.846153846153846e-10	0.01	0.	0.05
4.923076923076923e-10	0.01	0.	0.05
5.e-10	0.01	0.	0.05
5.076923076923077e-10	0.01	0.	0.05
5.153846153846154e-10	0.01	0.	0.05
5.230769230769231e-10	0.01	0.	0.05
5.307692307692308e-10	0.01	0.	0.05
5.384615384615385e-10	0.01	0.	0.05
5.461538461538462e-10	0.01	0.	0.05
5.538461538461539e-10	0.01	0.	0.05
5.615384615384616e-10	0.01	0.	0.05
5.692307692307693e-10	0.01	0.	0.05
5.769230769230769e-10	0.01	0.	0.05
5.846153846153846e-10	0.01	0.	0.05
5.923076923076923e-10	0.01	0.	0.05
6.e-10	0.01	0.	0.05
6.076923076923077e-10	0.01	0.	0.05
6.153846153846154e-10	0.01	0.	0.05
6.230769230769231e-10	0.01	0.	0.05
6.307692307692308e-10	0.01	0.	0.05
6.384615384615385e-10	0.01	0.	0.05
6.461538461538462e-10	0.01	0.	0.05
6.538461538461539e-10	0.01	0.	0.05
6.615384615384616e-10	0.01	0.	0.05
6.692307692307693e-10	0.01	0.	0.05
6.76923076923077e-10	0.01	0.	0.05
6.846153846153847e-10	0.01	0.	0.05
6.923076923076924e-10	0.01	0.	0.05
7.000000000000001e-10	0.01	0.	0.05
7.076923076923078e-10	0.01	0.	0.05
7.153846153846155e-10	0.01	0.	0.05
7.230769230769232e-10	0.01	0.	0.05
7.307692307692309e-10	0.01	0.	0.05
7.384615384615386e-10	0.01	0.	0.05
7.461538461538461e-10	0.01	0.	0.05
7.538461538461538e-10	0.01	0.	0.05
7.615384615384615e-10	0.01	0.	0.05
7.692307692307692e-10	0.01	0.	0.05
